id,city,city_ascii,state_id,state_name,county_name,lat,lng,zip_codes
1840001852,St. John,St. John,ND,North Dakota,Rolette,48.9437,-99.7132,{58369}
1840006817,Beaver Creek,Beaver Creek,MN,Minnesota,Rock,43.6123,-96.3624,{56116}
1840024938,Garden Farms,Garden Farms,CA,California,San Luis Obispo,35.4158,-120.6141,{93422}
1840006798,Holland,Holland,MN,Minnesota,Pipestone,44.0897,-96.1944,{56139}
1840024845,Velarde,Velarde,NM,New Mexico,Rio Arriba,36.1608,-105.9659,{87582}
1840022849,Mill Creek,Mill Creek,OK,Oklahoma,Johnston,34.4022,-96.8249,{74856}
1840018438,Ronald,Ronald,WA,Washington,Kittitas,47.2338,-121.0336,{98940}
1840017770,Madrid,Madrid,NM,New Mexico,Santa Fe,35.4033,-106.1537,{87010}
1840037117,New Eucha,New Eucha,OK,Oklahoma,Delaware,36.3912,-94.8522,"{74346,74342}"
1840001295,Pillow,Pillow,PA,Pennsylvania,Dauphin,40.6406,-76.803,{17080}
1840029137,Faceville,Faceville,GA,Georgia,Decatur,30.7537,-84.6372,{39819}
1840013031,Freistatt,Freistatt,MO,Missouri,Lawrence,37.0213,-93.8976,{65654}
1840012164,Odell,Odell,NE,Nebraska,Gage,40.0503,-96.8016,{68415}
1840017585,Elmira,Elmira,CA,California,Solano,38.3523,-121.9077,"{95625,95687}"
1840017707,Rives,Rives,TN,Tennessee,Obion,36.356,-89.0495,{38253}
1840018071,Lillie,Lillie,LA,Louisiana,Union,32.9221,-92.6614,{71256}
1840011454,Monroe,Monroe,NE,Nebraska,Platte,41.4741,-97.5989,{68647}
1840101530,Twin Rocks,Twin Rocks,PA,Pennsylvania,Cambria,40.4967,-78.8659,"{15943,15931,15960}"
1840014851,Oconee,Oconee,GA,Georgia,Washington,32.8535,-82.9576,{31067}
1840012246,Gordon,Gordon,OH,Ohio,Darke,39.9303,-84.5091,{45304}
1840026393,Robertsville,Robertsville,OH,Ohio,Stark,40.7621,-81.1936,"{44670,44730}"
1840037140,Arroyo Gardens,Arroyo Gardens,TX,Texas,Cameron,26.2052,-97.5021,"{78586,78583}"
1840003667,Twilight,Twilight,PA,Pennsylvania,Washington,40.1158,-79.8936,{15022}
1840003594,Newton Hamilton,Newton Hamilton,PA,Pennsylvania,Mifflin,40.3925,-77.8354,"{17051,17075,17066}"
1840018941,Raisin City,Raisin City,CA,California,Fresno,36.6033,-119.9092,"{93652,93706}"
1840028585,No Name,No Name,CO,Colorado,Garfield,39.5597,-107.293,{81601}
1840042769,Lower Santan Village,Lower Santan Village,AZ,Arizona,Pinal,33.1427,-111.7853,{85147}
1840013885,Napoleon,Napoleon,IN,Indiana,Ripley,39.2043,-85.3279,"{47006,47034,47037}"
1840017860,Saulsbury,Saulsbury,TN,Tennessee,Hardeman,35.0488,-89.0884,{38067}
1840009268,Dune Acres,Dune Acres,IN,Indiana,Porter,41.6448,-87.096,{46304}
1840023854,Nile,Nile,WA,Washington,Yakima,46.8349,-120.9438,{98937}
1840010646,Butler,Butler,IL,Illinois,Montgomery,39.1975,-89.5322,{62015}
1840021500,Boone,Boone,CO,Colorado,Pueblo,38.2495,-104.2583,{81025}
1840017290,Maple Falls,Maple Falls,WA,Washington,Whatcom,48.9179,-122.0943,"{98244,98266}"
1840025417,Fair Oaks,Fair Oaks,OR,Oregon,Douglas,43.4109,-123.2194,"{97479,97462}"
1840001466,Wellsville,Wellsville,PA,Pennsylvania,York,40.0513,-76.9408,{17365}
1840003948,Omer,Omer,MI,Michigan,Arenac,44.0487,-83.8565,{48749}
1840008118,Kiron,Kiron,IA,Iowa,Crawford,42.1941,-95.3271,{51448}
1840025926,Joyce,Joyce,LA,Louisiana,Winn,31.9347,-92.585,"{71483,71440}"
1840002722,Loganville,Loganville,WI,Wisconsin,Sauk,43.4389,-90.0371,{53943}
1840026896,Coldiron,Coldiron,KY,Kentucky,Harlan,36.8286,-83.4524,{40819}
1840025318,Jim Falls,Jim Falls,WI,Wisconsin,Chippewa,45.0472,-91.2712,{54748}
1840004974,Grand View-on-Hudson,Grand View-on-Hudson,NY,New York,Rockland,41.0627,-73.9208,{10960}
1840034625,Ballou,Ballou,OK,Oklahoma,Mayes,36.1421,-95.1998,{74352}
1840012664,Kane,Kane,IL,Illinois,Greene,39.1905,-90.3512,{62054}
1840022459,Meadow,Meadow,UT,Utah,Millard,38.8863,-112.4073,{84644}
1840000663,Markleysburg,Markleysburg,PA,Pennsylvania,Fayette,39.7364,-79.4516,{15459}
1840037769,Glenwood,Glenwood,WA,Washington,Klickitat,46.0228,-121.2925,{98619}
1840023013,Fredonia,Fredonia,AL,Alabama,Chambers,32.9861,-85.2912,"{36855,36863}"
1840035112,Mount Gretna Heights,Mount Gretna Heights,PA,Pennsylvania,Lebanon,40.2487,-76.4664,"{17545,17064}"
1840009990,Villard,Villard,MN,Minnesota,Pope,45.7137,-95.2689,{56385}
1840023023,Weogufka,Weogufka,AL,Alabama,Coosa,33.0219,-86.3096,"{35151,35183}"
1840003625,Arona,Arona,PA,Pennsylvania,Westmoreland,40.2683,-79.6578,{15617}
1840022808,Willard,Willard,NM,New Mexico,Torrance,34.5948,-106.0325,{87063}
1840006690,Donnelly,Donnelly,MN,Minnesota,Stevens,45.6895,-96.0143,{56235}
1840025163,Alfred,Alfred,TX,Texas,Jim Wells,27.8742,-97.9799,{78332}
1840002158,Henry,Henry,SD,South Dakota,Codington,44.8809,-97.4616,{57243}
1840014109,Nobleton,Nobleton,FL,Florida,Hernando,28.6451,-82.262,{34661}
1840013060,Bakersfield,Bakersfield,MO,Missouri,Ozark,36.5238,-92.1442,"{65609,65626}"
1840017657,Jeddito,Jeddito,AZ,Arizona,Navajo,35.7697,-110.1305,{86034}
1840033620,Medanales,Medanales,NM,New Mexico,Rio Arriba,36.1765,-106.1777,{87548}
1840011965,Dunbar,Dunbar,NE,Nebraska,Otoe,40.6686,-96.0309,{68346}
1840085778,West Danby,West Danby,NY,New York,Tompkins,42.3248,-76.5281,{14883}
1840006246,Sherando,Sherando,VA,Virginia,Augusta,37.9889,-78.9442,"{22952,24477}"
1840022382,Snowville,Snowville,UT,Utah,Box Elder,41.9728,-112.7164,{84336}
1840000850,Schaefer Lake,Schaefer Lake,IN,Indiana,Bartholomew,39.2828,-85.7517,{47246}
1840024217,Asbury,Asbury,NJ,New Jersey,Warren,40.7003,-75.0121,{8802}
1840016147,Kelford,Kelford,NC,North Carolina,Bertie,36.1813,-77.2243,{27847}
1840016129,Pineville,Pineville,AR,Arkansas,Izard,36.1612,-92.1065,{72566}
1840142314,Chula Vista,Chula Vista,TX,Texas,Zavala,28.6563,-99.8077,{78839}
1840001556,Bristol,Bristol,SD,South Dakota,Day,45.3466,-97.7485,{57219}
1840018149,Braxton,Braxton,MS,Mississippi,Simpson,32.0264,-89.9715,{39044}
1840012177,Henning,Henning,IL,Illinois,Vermilion,40.3069,-87.701,"{61865,61811,61848}"
1840030058,Laotto,Laotto,IN,Indiana,Noble,41.2903,-85.198,{46763}
1840013019,McClure,McClure,IL,Illinois,Alexander,37.3146,-89.4335,{62957}
1840003505,Wallaceton,Wallaceton,PA,Pennsylvania,Clearfield,40.9617,-78.2905,{16876}
1840013085,Elrod,Elrod,NC,North Carolina,Robeson,34.6072,-79.2307,{28383}
1840013190,Ewing,Ewing,KY,Kentucky,Fleming,38.4278,-83.8619,{41039}
1840000063,Drake,Drake,ND,North Dakota,McHenry,47.9226,-100.3745,{58736}
1840022012,Hebron,Hebron,TX,Texas,Denton,33.0337,-96.8759,"{75093,75056,75010}"
1840024818,White Oak,White Oak,OK,Oklahoma,Craig,36.6098,-95.2762,{74301}
1840148387,Bear Lake,Bear Lake,MI,Michigan,Kalkaska,44.7182,-84.9486,{49646}
1840012530,Kinderhook,Kinderhook,IL,Illinois,Pike,39.7037,-91.1526,{62345}
1840015452,Scranton,Scranton,AR,Arkansas,Logan,35.3606,-93.5394,{72863}
1840043121,Suissevale,Suissevale,NH,New Hampshire,Carroll,43.7234,-71.3623,{3254}
1840026716,Flint Hill,Flint Hill,VA,Virginia,Rappahannock,38.7666,-78.1028,"{22640,22627}"
1840025255,Lake George,Lake George,MN,Minnesota,Hubbard,47.1895,-94.9822,"{56470,56458}"
1840021892,Dougherty,Dougherty,OK,Oklahoma,Murray,34.4005,-97.0514,{73032}
1840000185,Leonard,Leonard,ND,North Dakota,Cass,46.6523,-97.2499,{58052}
1840010200,Kingsbury,Kingsbury,IN,Indiana,LaPorte,41.5302,-86.6972,"{46345,46350}"
1840012107,West Point,West Point,IL,Illinois,Hancock,40.2556,-91.1836,{62380}
1840049707,Wildwood,Wildwood,GA,Georgia,Dade,34.9706,-85.4078,{30757}
1840014202,Canal Point,Canal Point,FL,Florida,Palm Beach,26.8626,-80.6222,{33438}
1840017421,Butteville,Butteville,OR,Oregon,Marion,45.2562,-122.8357,{97002}
1840017925,Ruby,Ruby,SC,South Carolina,Chesterfield,34.7462,-80.1799,{29741}
1840032680,Savage,Savage,MT,Montana,Richland,47.4536,-104.3414,{59262}
1840020340,Avant,Avant,OK,Oklahoma,Osage,36.4888,-96.045,"{74002,74001,74070}"
1840010649,Chesterfield,Chesterfield,IL,Illinois,Macoupin,39.2566,-90.0668,{62630}
1840009474,Pattonsburg,Pattonsburg,MO,Missouri,Daviess,40.0715,-94.106,{64670}
1840014863,Oliver,Oliver,GA,Georgia,Screven,32.5215,-81.533,"{30449,30446}"
1840011841,Pleasant Dale,Pleasant Dale,NE,Nebraska,Seward,40.791,-96.9329,{68423}
1840025317,Holcombe,Holcombe,WI,Wisconsin,Chippewa,45.2261,-91.1217,{54745}
1840009595,Cedar Grove,Cedar Grove,IN,Indiana,Franklin,39.356,-84.9372,{47016}
1840018306,Golf,Golf,FL,Florida,Palm Beach,26.5043,-80.1091,{33436}
1840004708,Phoenicia,Phoenicia,NY,New York,Ulster,42.079,-74.3089,{12464}
1840016605,Watha,Watha,NC,North Carolina,Pender,34.651,-77.9576,{28478}
1840152986,Grand Isle,Grand Isle,ME,Maine,Aroostook,47.3065,-68.1552,{4746}
1840008555,Grainfield,Grainfield,KS,Kansas,Gove,39.1143,-100.4684,{67737}
1840024902,Valle Crucis,Valle Crucis,NC,North Carolina,Watauga,36.2076,-81.7861,"{28604,28679}"
1840037282,Waterford,Waterford,VA,Virginia,Loudoun,39.1859,-77.6109,{20197}
1840016796,Windsor,Windsor,SC,South Carolina,Aiken,33.4809,-81.5137,{29856}
1840002000,Radisson,Radisson,WI,Wisconsin,Sawyer,45.7678,-91.218,{54867}
1840004040,Redford,Redford,NY,New York,Clinton,44.6063,-73.8114,"{12978,12981}"
1840009943,Risco,Risco,MO,Missouri,New Madrid,36.5513,-89.8186,{63874}
1840039798,Double Spring,Double Spring,NV,Nevada,Douglas,38.7788,-119.6154,{89410}
1840019806,Harrison,Harrison,ID,Idaho,Kootenai,47.4675,-116.8034,{83833}
1840026381,Chewton,Chewton,PA,Pennsylvania,Lawrence,40.8946,-80.3208,{16157}
1840032168,Vibbard,Vibbard,MO,Missouri,Ray,39.3854,-94.1455,"{64084,64062}"
1840055647,South Milford,South Milford,IN,Indiana,LaGrange,41.5326,-85.2722,"{46795,46786}"
1840024017,Pine Lakes Addition,Pine Lakes Addition,SD,South Dakota,Minnehaha,43.551,-96.6355,{57110}
1840018174,Christoval,Christoval,TX,Texas,Tom Green,31.1976,-100.4933,{76935}
1840015394,Medon,Medon,TN,Tennessee,Madison,35.4556,-88.8636,{38356}
1840024527,Trowbridge,Trowbridge,CA,California,Sutter,38.9264,-121.5149,"{95659,95674}"
1840007129,Edwardsville,Edwardsville,AL,Alabama,Cleburne,33.8409,-85.4523,"{36262,36272,36261}"
1840006853,Hanlontown,Hanlontown,IA,Iowa,Worth,43.2809,-93.3789,{50444}
1840006524,Fancy Gap,Fancy Gap,VA,Virginia,Carroll,36.6771,-80.6997,{24328}
1840000519,Sylvania,Sylvania,PA,Pennsylvania,Bradford,41.8029,-76.8607,"{16947,16945}"
1840118783,Afton,Afton,VA,Virginia,Nelson,38.0266,-78.8357,{22920}
1840025979,Axis,Axis,AL,Alabama,Mobile,30.9309,-88.018,{36505}
1840010376,Anchor,Anchor,IL,Illinois,McLean,40.5681,-88.5385,{61720}
1840025742,Pomona,Pomona,MO,Missouri,Howell,36.8671,-91.9134,{65789}
1840024736,Modest Town,Modest Town,VA,Virginia,Accomack,37.8169,-75.5611,{23308}
1840024676,Westport,Westport,KY,Kentucky,Oldham,38.4875,-85.4753,{40077}
1840054782,Glezen,Glezen,IN,Indiana,Pike,38.4164,-87.3011,{47567}
1840029520,Maalaea,Maalaea,HI,Hawaii,Maui,20.8047,-156.4898,{96793}
1840022788,Canadian,Canadian,OK,Oklahoma,Pittsburg,35.174,-95.6494,{74425}
1840011912,Hills and Dales,Hills and Dales,OH,Ohio,Stark,40.8292,-81.4439,{44708}
1840021782,Rocky,Rocky,OK,Oklahoma,Washita,35.1562,-99.0597,{73661}
1840037907,Batavia,Batavia,WI,Wisconsin,Sheboygan,43.5934,-88.048,{53001}
1840016127,Franklin,Franklin,AR,Arkansas,Izard,36.1727,-91.7697,{72536}
1840034836,Kirkpatrick,Kirkpatrick,OR,Oregon,Umatilla,45.6796,-118.6499,{97801}
1840012903,Richview,Richview,IL,Illinois,Washington,38.3758,-89.1803,{62877}
1840021454,Alma,Alma,CO,Colorado,Park,39.286,-106.0672,{80420}
1840006800,Currie,Currie,MN,Minnesota,Murray,44.0704,-95.6668,{56123}
1840000155,Medina,Medina,ND,North Dakota,Stutsman,46.8938,-99.2999,{58467}
1840030366,Anthoston,Anthoston,KY,Kentucky,Henderson,37.7553,-87.5327,{42420}
1840012998,Dutchtown,Dutchtown,MO,Missouri,Cape Girardeau,37.2598,-89.6466,"{63701,63745}"
1840031127,Lewisburg,Lewisburg,LA,Louisiana,St. Tammany,30.3659,-90.1052,{70448}
1840024893,Graball,Graball,TN,Tennessee,Sumner,36.4838,-86.4396,"{37066,37148}"
1840022350,Waterloo,Waterloo,OR,Oregon,Linn,44.4947,-122.8242,{97355}
1840001764,Cree Lake,Cree Lake,IN,Indiana,Noble,41.5073,-85.2748,{46755}
1840141739,Bluewater,Bluewater,NM,New Mexico,McKinley,35.3243,-108.206,{87323}
1840000142,Golden Valley,Golden Valley,ND,North Dakota,Mercer,47.2901,-102.0652,{58541}
1840008863,Swanville,Swanville,MN,Minnesota,Morrison,45.9162,-94.6388,{56382}
1840021306,Glendo,Glendo,WY,Wyoming,Platte,42.5049,-105.025,{82213}
1840002224,Union Center,Union Center,WI,Wisconsin,Juneau,43.6826,-90.2634,"{53968,53962}"
1840026899,McMullin,McMullin,VA,Virginia,Smyth,36.8179,-81.5775,{24354}
1840002818,Cazenovia,Cazenovia,WI,Wisconsin,Richland,43.5237,-90.1991,{53924}
1840012980,Jerico Springs,Jerico Springs,MO,Missouri,Cedar,37.6194,-94.0114,{64756}
1840022494,Aspen Springs,Aspen Springs,CA,California,Mono,37.55,-118.7086,{93546}
1840007967,Kensett,Kensett,IA,Iowa,Worth,43.3534,-93.2108,{50448}
1840009977,Vergas,Vergas,MN,Minnesota,Otter Tail,46.6547,-95.8029,{56587}
1840013696,Blevins,Blevins,AR,Arkansas,Hempstead,33.8716,-93.5778,{71825}
1840026978,Lebanon,Lebanon,OK,Oklahoma,Marshall,33.9737,-96.9177,{73440}
1840020986,La Ward,La Ward,TX,Texas,Jackson,28.8465,-96.4649,{77970}
1840017017,Toxey,Toxey,AL,Alabama,Choctaw,31.9109,-88.3092,{36921}
1840010035,Wilmont,Wilmont,MN,Minnesota,Nobles,43.765,-95.8269,{56185}
1840011995,Leesville,Leesville,OH,Ohio,Carroll,40.4519,-81.2095,{44639}
1840026385,Somerset,Somerset,IN,Indiana,Wabash,40.6694,-85.8315,"{46984,46992,46940}"
1840006941,Harcourt,Harcourt,IA,Iowa,Webster,42.2606,-94.1745,{50544}
1840007987,Goodell,Goodell,IA,Iowa,Hancock,42.9238,-93.6141,{50439}
1840010117,Clearwater,Clearwater,NE,Nebraska,Antelope,42.1707,-98.1897,{68726}
1840011462,Uehling,Uehling,NE,Nebraska,Dodge,41.7348,-96.5058,{68063}
1840007613,Hardtner,Hardtner,KS,Kansas,Barber,37.0144,-98.6492,{67057}
1840006331,Tangier,Tangier,VA,Virginia,Accomack,37.8235,-75.9934,{23440}
1840143888,Totah Vista,Totah Vista,NM,New Mexico,San Juan,36.7113,-108.2035,{87401}
1840011559,Milton Center,Milton Center,OH,Ohio,Wood,41.3008,-83.8295,{43541}
1840004041,Lyon Mountain,Lyon Mountain,NY,New York,Clinton,44.7253,-73.8831,"{12955,12952}"
1840000193,Gladstone,Gladstone,ND,North Dakota,Stark,46.8595,-102.5701,{58630}
1630025227,La Yuca,La Yuca,PR,Puerto Rico,Ponce,18.0727,-66.6077,{731}
1840012023,Marengo,Marengo,OH,Ohio,Morrow,40.4008,-82.811,{43334}
1840025201,Omena,Omena,MI,Michigan,Leelanau,45.0599,-85.5956,"{49670,49674}"
1840022720,Oktaha,Oktaha,OK,Oklahoma,Muskogee,35.5775,-95.4779,{74450}
1840010799,Hazleton,Hazleton,IN,Indiana,Gibson,38.4893,-87.5406,{47640}
1840012554,Darbyville,Darbyville,OH,Ohio,Pickaway,39.6957,-83.1139,"{43146,43164}"
1840017933,Ridgeway,Ridgeway,SC,South Carolina,Fairfield,34.3066,-80.9601,{29130}
1840010220,Aquilla,Aquilla,OH,Ohio,Geauga,41.5465,-81.173,{44024}
1840028435,Sunshine,Sunshine,CO,Colorado,Boulder,40.0636,-105.3695,{80302}
1840036110,Westpoint,Westpoint,TN,Tennessee,Lawrence,35.1349,-87.5377,{38486}
1840014751,Mitchellville,Mitchellville,AR,Arkansas,Desha,33.9051,-91.4984,{71639}
1840026269,Tedrow,Tedrow,OH,Ohio,Fulton,41.6029,-84.2043,{43567}
1840017418,Belfry,Belfry,MT,Montana,Carbon,45.1375,-108.9985,{59008}
1840024851,Navajo Dam,Navajo Dam,NM,New Mexico,San Juan,36.8339,-107.646,{87419}
1840022575,Fort Apache,Fort Apache,AZ,Arizona,Navajo,33.7907,-109.9873,{85926}
1840016545,Moro,Moro,AR,Arkansas,Lee,34.792,-90.988,{72368}
1840044474,Cornwall Bridge,Cornwall Bridge,CT,Connecticut,Northwest Hills,41.8054,-73.3852,{6754}
1840037448,Yogaville,Yogaville,VA,Virginia,Buckingham,37.6688,-78.6917,{23921}
1840026856,Jeff,Jeff,KY,Kentucky,Perry,37.2094,-83.1394,"{41751,41774}"
1840101074,Roots,Roots,PA,Pennsylvania,Blair,40.6136,-78.3652,{16686}
1840002857,Monroe,Monroe,SD,South Dakota,Turner,43.4865,-97.2166,{57047}
1840054787,Goldsmith,Goldsmith,IN,Indiana,Tipton,40.2895,-86.1492,"{46045,46072}"
1840137638,Bear Valley,Bear Valley,CA,California,Mariposa,37.5697,-120.1199,{95338}
1840002978,Mount Hope,Mount Hope,WI,Wisconsin,Grant,42.9697,-90.8596,{53816}
1840033845,Barryville,Barryville,NY,New York,Sullivan,41.4802,-74.9174,{12719}
1840023213,Hanalei,Hanalei,HI,Hawaii,Kauai,22.2041,-159.4977,{96714}
1840006470,Dendron,Dendron,VA,Virginia,Surry,37.0364,-76.9241,"{23888,23839}"
1840034467,Middleberg,Middleberg,OK,Oklahoma,Grady,35.1067,-97.7341,{73010}
1840011818,Union,Union,NE,Nebraska,Cass,40.8144,-95.9215,{68455}
1840001964,Hinkletown,Hinkletown,PA,Pennsylvania,Lancaster,40.1467,-76.1202,"{17522,17557}"
1840002492,North Bay,North Bay,WI,Wisconsin,Racine,42.7644,-87.7812,{53402}
1840026961,Fingerville,Fingerville,SC,South Carolina,Spartanburg,35.1351,-82.0002,"{29338,29349}"
1840123043,Reynoldsville,Reynoldsville,WV,West Virginia,Harrison,39.2916,-80.4412,{26422}
1840025314,Sobieski,Sobieski,WI,Wisconsin,Oconto,44.7227,-88.0659,{54171}
1840015867,Heath,Heath,AL,Alabama,Covington,31.3579,-86.4673,{36421}
1840012975,Raleigh,Raleigh,IL,Illinois,Saline,37.8262,-88.5304,{62977}
1840085193,Salisbury Center,Salisbury Center,NY,New York,Herkimer,43.1423,-74.7828,"{13329,13454}"
1840015900,Campbellton,Campbellton,FL,Florida,Jackson,30.9505,-85.4025,"{32426,32440}"
1840023785,Green Bluff,Green Bluff,WA,Washington,Spokane,47.8184,-117.2748,"{99021,99005}"
1840010800,Somerville,Somerville,IN,Indiana,Gibson,38.2786,-87.377,"{47683,47660}"
1840025622,Camp Dennison,Camp Dennison,OH,Ohio,Hamilton,39.1933,-84.2899,{45111}
1840055065,Linn Grove,Linn Grove,IN,Indiana,Adams,40.645,-85.033,"{46711,46740,46769}"
1840034732,Labish Village,Labish Village,OR,Oregon,Marion,45.0191,-122.9736,{97305}
